name,address,link,phone,email
Wits Academy School,"Kathmandu,  Kathmandu,  Boudha, Bhuwaldanda",https://nepalschoolmela.com/wits,Not found,info@witsacdemy.edu.np
Ananda Bhumi Secondary School,"Kathmandu,   Maitidevi",https://nepalschoolmela.com/anandabhumi,Not found,info@anandabhumi.edu.np
Suryodaya Jyoti Secondary Boarding School,"Kathmandu,   Maitidevi",https://nepalschoolmela.com/suryodayajyoti,Not found,info@suryodayajyoti.edu.np
Tulasi Mehar Memorial English Awasiya Secondary School,"Makwanpur,   Hetauda, Makwanpur",https://nepalschoolmela.com/tilasimehar,Not found,info@tulasimehar.edu.np
Diamond Public Academy,"Kanchanpur,   Gaddachauki, Kanchanpur",https://nepalschoolmela.com/diamondacademy,Not found,info@diamondacademy.edu.np
Mt. Manaslu Secondary School,"Sunsari,   Duhabi-04",https://nepalschoolmela.com/mountmanaslu,Not found,info@mountmanslu.edu.np
Star Secondary Boarding School,"Morang,   Biratnagar 03 (Puspalal Chowk)",https://nepalschoolmela.com/starsecondary,Not found,info@star.edu.np
DAWN CHILDREN'S ENGLISH HIGH SCHOOL,"Rupandehi,   wn Village, Rupandehi",https://nepalschoolmela.com/dawncehs,Not found,dawncehs@gmail.com
Prisma School,"Kathmandu,  Nagarjun,  Kalanki",https://nepalschoolmela.com/prisma,Not found,prisma.gautam.244@gmail.com
Mount View English Boarding School,"Bhaktapur,   Anantalingeshwar, Balkot",https://nepalschoolmela.com/mountview,Not found,mountviewebschool@gmail.com
PREMIER INTERNATIONAL IB WORLD SCHOOL,"Lalitpur,   Khumaltar Height",https://nepalschoolmela.com/premierschool,Not found,info@premier.edu.np
"Pashupati Secondary School, Nepalgunj","Banke,   anjha, Nepalgunj",https://nepalschoolmela.com/pashupatischool,Not found,pashupatischoolnpj@gmail.com
Moonlight  Secondary  School,"Lalitpur,   Kumaripati",https://nepalschoolmela.com/moonlight,Not found,info@molihss.edu.np
Mount Glory English Boarding High School,"Kathmandu,   Chagal,Tahachal",https://nepalschoolmela.com/mountglory,Not found,mntglory@gmail.com
Kanchan Secondary English School,"Lalitpur,",https://nepalschoolmela.com/kanchansecondaryschool,Not found,kanchan_mavi@yahoo.com
River Valley English Secondary School,"Palpa,   Tansen",https://nepalschoolmela.com/rivervlley,Not found,info@rivervalleypalpa.edu.np
Sunsari St Xavier's Secondary boarding school,"Sunsari,",https://nepalschoolmela.com/sunsaristxaviers,Not found,info@stxaviers.edu.np
Saraswati Secondary School,"Siraha,  Siraha Municipality,  Golbazar, Tetariya",https://nepalschoolmela.com/saraswatimodelschool,Not found,info@smss.edu.np
Evergreen Secondary Boarding School,"Rautahat,",https://nepalschoolmela.com/evergreenschool,Not found,info@egschool.edu.np
Beacon English Secondary School,"Parsa,   Bhagawati Tole",https://nepalschoolmela.com/beaconschool,Not found,info@beaconschool.edu.np
Kamal Devi Secondary English Boarding School,"Chitwan,",https://nepalschoolmela.com/kamaldevischool,Not found,skdebs2038@gmail.com
Gothatar English Secondary School,"Kathmandu,   Kageshwori Manahara 8, Gothatar",https://nepalschoolmela.com/gothatarenglishschool,Not found,info@gess.edu.np
Namo Buddha Secondary School,"Kathmandu,   Shankhupatichaur -7,Etay Panauti Village",https://nepalschoolmela.com/namobuddha,Not found,info@namobuddhaschool.edu.np
Eden Bridge Academy,"Kathmandu,   Dhapasi Height-3",https://nepalschoolmela.com/edenbridgeacademy,Not found,info@edenbridge.edu.np
Little Bud English Medium Secondary School,"Kathmandu,   Gokarneshwor-08",https://nepalschoolmela.com/littlebud,Not found,info@littlebudschool.edu.np
Ujjwal Shishu Niketan Academ,"Kathmandu,   Kirtipur",https://nepalschoolmela.com/ujjwalschool,Not found,info@ujjwal.edu.np
Cambridge International Boarding Secondary School,"Kathmandu,   Kalanki Chowk- 14",https://nepalschoolmela.com/cambridgeschool,Not found,info@cambridgecollegekalanki.edu.np
Munal Academy,"Dhading,   Gajuri-1",https://nepalschoolmela.com/munalacademy,Not found,info@munalacademy.edu.np
Kalinchwok Secondary School,"Dolakha,   Charikot",https://nepalschoolmela.com/kalinchowkschool,Not found,info@kmv.edu.np
Greenland Secondary School,"Sindhupalchowk,   balephi 8 lamosanghu",https://nepalschoolmela.com/gss,Not found,greenlandschool2060@gmail.com
Manasalu Public Secondary School,"Kathmandu,   Nayabazaar",https://nepalschoolmela.com/manasluschool,Not found,info@mphss.edu.np
Kopila English Secondary School,"Kathmandu,",https://nepalschoolmela.com/kopilaschool,Not found,info@kopilaschool.edu.np
Kaligandaki Academy ( Sec. English  B. School,"Parbat,",https://nepalschoolmela.com/kaligandaki,Not found,basantakga@yahoo.com
Nilgiri Boarding School,"Kaski,   पोखरा उप म.न.पा.-४,कास्की,गण्डकी",https://nepalschoolmela.com/nilgiri,Not found,nilgiri2045@gmail.com
Land Star English School,"Lamjung,",https://nepalschoolmela.com/landstar,Not found,ghimiretaranath1@gmail.com
Pragati Boarding School,"Kaski,",https://nepalschoolmela.com/pragatiboarding,Not found,info@pragati.edu.np
Mukundasen Sec. School,"Nawalpur,",https://nepalschoolmela.com/rajgangaschool,Not found,rajganga312@gmail.com
Araniko English Medeum School,"Bardiya,",https://nepalschoolmela.com/aranikoenglish,Not found,aranikoenglish@gmail.com
Butwal Public School,"Rupandehi,",https://nepalschoolmela.com/butwalpublicschool,Not found,butwalpublicschool@hotmail.com
Daunnedevi  English School,"Parasi,",https://nepalschoolmela.com/daunnedevi,Not found,suvarna.daai@gmail.com
Rampur English Boarding School,"Palpa,",https://nepalschoolmela.com/rampurenglish,Not found,suryaghimire.rebhss@yahoo.com
Namaste Lines E.B.S.,"Kapilvastu,",https://nepalschoolmela.com/namastelines,Not found,bhusalnarendra123@gmail.com
Gyan Jyoti E.B.S.,"Parasi,",https://nepalschoolmela.com/gyanjyotiEBS,Not found,gyanjyoti@gmail.com
Arghakhanchi Secondary Boarding School,"Arghakhanchi,",https://nepalschoolmela.com/arghakanchi,Not found,Arghakanchi@gmail.com
Little Angel School,"Dang,",https://nepalschoolmela.com/littleangel,Not found,yadabg@gmail.com
PashupatiVidhyashram,"Dang,",https://nepalschoolmela.com/pashupatividhyashram,Not found,keshavthapa542@gmail.com
Gyan Jyoti E.B.S.,"Kapilvastu,",https://nepalschoolmela.com/gyanjyotikapilbastu,Not found,sksarojrd@gmail.com
Future Light English School,"Nawalparasi,",https://nepalschoolmela.com/futurelight,Not found,nawalparasi.pabson@gmail.com
"Deep  Boarding High School, Butwal","Rupandehi,",https://nepalschoolmela.com/deepboardinghigh,Not found,butwaldeep@gmail.com
Bal Jyoti English School,"Kapilvastu,",https://nepalschoolmela.com/baljyotienglishschool,Not found,baljyoti@gmail.com
Kanika Nisa Higher Secondary School,"Jumla,",https://nepalschoolmela.com/kanikanisahigher,Not found,kanikanisha037@gmail.com
"M.S, Academy","Salyan,",https://nepalschoolmela.com/M.S.academy,Not found,devkotasalyan@gmail.com
Adarsharaj  Memoreal School,"Surkhet,",https://nepalschoolmela.com/adarsharaj,Not found,kalpana_karki30@yahoo.com
Lohore English Boarding School,"Dailekh,",https://nepalschoolmela.com/lohoreenglish,Not found,madanpanday370@gmail.com
Milan English School,"Kailali,",https://nepalschoolmela.com/Milanenglishschool,Not found,sitarambudathoki12@gmail.com
Western Crystal Academy,"Kailali,",https://nepalschoolmela.com/westerncrystalacademy,Not found,westerncrystal@gmail.com
Bhanu Memoreal English B. School,"Kailali,",https://nepalschoolmela.com/bhanumemorial,Not found,bhanu@gmail.com
Seedling Zone School,"Kailali,",https://nepalschoolmela.com/seedingzone,Not found,hariregmi08@gmail.com
Holy Family School,"Kanchanpur,",https://nepalschoolmela.com/holyfamily,Not found,sing_bubble@yahoo.com
Sharada Vidhya Niketan,"Kailali,",https://nepalschoolmela.com/sharadavidhya,Not found,sharada77@gmail.com
Gurukul Academy,"Kailali,",https://nepalschoolmela.com/gurukulacademy,Not found,gurukul@yahoo.com
Hill Bird English Boarding School,"Kailali,",https://nepalschoolmela.com/hillbirdenglish,Not found,sharmarumi1@gmail.com
West Point Boarding School,"Kanchanpur,",https://nepalschoolmela.com/westpointboarding,Not found,westpoint@gmail.com
Suryodayajyoti Secondary School,"Kathmandu,",https://nepalschoolmela.com/suryadoyajyoti,Not found,suryodaya@gmail.com
Global Collegiate School,"Kaski,",https://nepalschoolmela.com/collagecollegiate,Not found,baburam2049@gmail.com
Nawalpur Sec. School,"Nawalpur,",https://nepalschoolmela.com/nawalpursecschool,Not found,nawalpursecschool@gmail.com
NK Singh Memoreal Secondary (EPS) School,"Kathmandu,",https://nepalschoolmela.com/nksingh123,Not found,pramila100@gmail.com
Pushpasadan Boarding High  School,"Kathmandu,",https://nepalschoolmela.com/pushpasadan123,Not found,psadan@wlink.com.np
Batsyaan Secondary School,"Dang,",https://nepalschoolmela.com/pushpasadanboarding,Not found,saritadevkota7@gmail.com
Siddhartha Vidhya Mandir,"Kapilvastu,",https://nepalschoolmela.com/siddharthavidya,Not found,gunakhar427@gmail.com
Adarsha Secondary Boarding School,"Morang,",https://nepalschoolmela.com/adarshasec123,Not found,adarshasec@gmail.com
Bal Kiran Eng. Sec. School,"Panchthar,",https://nepalschoolmela.com/balkiran123,Not found,balkiran@gmail.com
Peaceland National Academy,"Ilam,",https://nepalschoolmela.com/peaceland123,Not found,ybashistha@gmail.com
Dev Ideal Eng. Boarding School,"Siraha,",https://nepalschoolmela.com/devidealeng,Not found,murarilhn@gmail.com
Greenland High School,"Kathmandu,",https://nepalschoolmela.com/greenlandhigh,Not found,thakin1967@gmail.com
Bright Future Secondary Boarding School,"Tanahun,",https://nepalschoolmela.com/brightfuture123,Not found,brightfuture@gmail.com
Sayapatri English School,"Parasi,",https://nepalschoolmela.com/sayapatri123,Not found,sayapatri.hses@gmail.com
Siddhapaila  Eng. Medium Sec. School,"Surkhet,",https://nepalschoolmela.com/siddhapailaeng,Not found,nain_khatri@yahoo.com
Global Academy,"Kanchanpur,",https://nepalschoolmela.com/globalacademy,Not found,srojha777@gmail.com
Gladstone Academy Thimi,"Bhaktapur,   Mill road, Thim",https://nepalschoolmela.com/gladstoneschool,Not found,nawarajkhadka222@gmail.com
DAV Sushil Kedia Vishwa Bharati,"Lalitpur,   Jawalakhel",https://nepalschoolmela.com/dskvb,Not found,info@dav.edu.np
SANSKRITI INTERNATIONAL SCHOOL,"Kathmandu,   Thulobharyang, Halchowk, Swayambhu",https://nepalschoolmela.com/sanskritischool,Not found,info@sanskritischool.edu.np
Brihaspati Vidyasadan School,"Kathmandu,   Brihaspati Vidyasadan Naxal",https://nepalschoolmela.com/bvs,Not found,info@bvs.edu.np
Nisarga Batika School,"Kathmandu,   Rabibhawan",https://nepalschoolmela.com/nisargaschool,Not found,mail@nisarga.edu.np
Genius IB World School,"Lalitpur,   Mahalaxmi Municipality Lubhu – 8",https://nepalschoolmela.com/geniusschool,Not found,info@geniusschool.edu.np
Him Rashmi High School,"Kathmandu,   Tarakeshwor-9,",https://nepalschoolmela.com/himrashmischool,Not found,himrashmischool7@gmail.com
Venus Public School,"Kathmandu,   Gokarneshwor-8, Jorpati",https://nepalschoolmela.com/venusschool,Not found,info@venus.edu.np
"Nava Arunima Secondary School, Arubari","Kathmandu,   Arubari",https://nepalschoolmela.com/navataraschool,Not found,nava@arunima.edu.np
East Pole Secondary School,"Kathmandu,   Jorpati, Gokarneshwor - 0",https://nepalschoolmela.com/eastpoleschool,Not found,info@eastpoleschool.edu.np
Shankar National English Secondary School,"Bhaktapur,   Suryabinayak-04/Dadhikot",https://nepalschoolmela.com/shankarschool,Not found,info@shankar.edu.np
Padmodaya Secondary School,"Kavrepalanchok,   Ramshah Path, Pradarsani Marga",https://nepalschoolmela.com/padmodayaschool,Not found,padmodaya.hss@gmail.com
Cosmic International Academy,"Kathmandu,   Koteshwor, near Bhatbhateni",https://nepalschoolmela.com/cosmicschool,Not found,info@cosmicacademy.edu.np
Navodit School,"Kathmandu,   Kapurdhara, Samakhusi",https://nepalschoolmela.com/navoditschool,Not found,info@navodit.edu.np
KASKI MODERNIZED ACADEMY,"Kaski,   B.P. Marga, Chauthe, 14-Pokhara",https://nepalschoolmela.com/kaskimodernize,Not found,contact@kaskimodernize.edu.np
Elixir Academy,"Kathmandu,   Kharibot, Kumariga",https://nepalschoolmela.com/elixiracademy,Not found,info@elixir.edu.np
Jubilant Secondary School,"Kathmandu,",https://nepalschoolmela.com/jubilantschool,Not found,info@jubilantcollege.edu.np
Advance International Model Secondary School,"Lalitpur,",https://nepalschoolmela.com/advanceschool,Not found,academyaims@gmail.com
Bidhya Sagar English Boarding School,"Kathmandu,",https://nepalschoolmela.com/bidhyaschool,Not found,bidhyasagarebs@gmail.com
Durbar High School,"Kathmandu,   Ranipokhari, Kathmandu",https://nepalschoolmela.com/durbarschool,Not found,bhanumavi.durbarhighschool@gmail.com
Maitri School,"Kathmandu,",https://nepalschoolmela.com/maitrischool,Not found,schoolmaitri@gmail.com
Viswa Niketan Secondary School,"Kathmandu,   Tripureshwar",https://nepalschoolmela.com/viswaniketan,Not found,fo@vishwaniketan.edu.np
Gurukul Academy,"Dang,  Ghorahi,  Ghorahi-15, Ratanpur",https://nepalschoolmela.com/gurukuldang,Not found,gurukuldang@gmail.com
Kantipur Academy Higher Secondary School,"Kathmandu,   Gokarneswor-6",https://nepalschoolmela.com/kantipuracademy,Not found,kantipuracademyhs@gmail.com
Imperial World School,"Kathmandu,   Hattigauda, Budhanilkantha",https://nepalschoolmela.com/imparialschool,Not found,info@iwschool.edu.np
Rose Bud school,"Kathmandu,   Biuddha Nagar10",https://nepalschoolmela.com/rosebudschool,Not found,info@rosebudschoolnepal.org
Ullens School,"Lalitpur,   Khumaltar",https://nepalschoolmela.com/ullenusschool,Not found,Info@Ullens.edu.np
Rajarsi Gurukul school,"Bhaktapur,   Sallaghari",https://nepalschoolmela.com/rajarsigurukul,Not found,contact@rajarshigurukul.edu.np
Green Tara School,"Kathmandu,   Aarubari-08, Gokarneshwor",https://nepalschoolmela.com/greentara,Not found,info@greentara.edu.np
Bhirkuti Secondary School,"Dang,   Pasang Lamu Road",https://nepalschoolmela.com/bhirkutischool,Not found,info@bhirkutischool.edu.np
Clinton secondary School,"Kathmandu,   Chabahil",https://nepalschoolmela.com/clintonschool,Not found,info@clintonschool.edu.np
Pioneer Public School,"Kathmandu,   Kapan,Budhanilkantha-12",https://nepalschoolmela.com/pioneerschool,Not found,info@pioneerpublic.edu.np
Christian Community School,"Kathmandu,   Mulapani",https://nepalschoolmela.com/christianschool,Not found,tpugh@iamacolt.com
Aakash Ganga school,"Kathmandu,   Kumarigal-7",https://nepalschoolmela.com/aakashganga,Not found,info@agia.edu.np
Pearls Academy,"Kathmandu,   Nayabasti, Kathmandu, Nepal",https://nepalschoolmela.com/pearlsacademy,Not found,pearlsenglishacademy@gmail.com
Gokarneswor Light Academy,"Kathmandu,   Gokarneshwor-4",https://nepalschoolmela.com/gokarnesworacademy,Not found,info@gla.edu.np
Genious English Boarding School,"Kathmandu,   Sundarijal",https://nepalschoolmela.com/geniousschool,Not found,gebsschool@gmail.com
Aakash Deep English Secondary School,"Kathmandu,  Kathmandu,  Gokarneshwor-7,Dakshin Dhoka",https://nepalschoolmela.com/aakashdeep,Not found,collegeaakashdeep@gmail.com
Panchpokhari Model Secondary School,"Kathmandu,  Kathmandu,  Makalbari",https://nepalschoolmela.com/pancgpokhari,Not found,panchpokhari18@gmail.com
Everest Innovative School/ College,"Kathmandu,   Soalteemode, Kalimati",https://nepalschoolmela.com/everestinnovative,Not found,everestic1@gmail.com
Vidhya Sanskar Secondary School,"Kathmandu,   New Baneshwor and Jorpati",https://nepalschoolmela.com/vidhyasanskar,Not found,info@vidhyasanskar.edu.np
Knowledge & Wisdom Academy Secondary School,"Kathmandu,   New Baneshwor",https://nepalschoolmela.com/knowledgeacademy,Not found,info@kandk.edu.np
Gyanodaya Secondary School,"Kathmandu,  Kathmandu,  Purano Kalimati, Bafal",https://nepalschoolmela.com/gyanodayaschool,Not found,info@gyanodayanepal.edu.np
Api School,"Kathmandu,  Kathmandu,  Dhapasi Height",https://nepalschoolmela.com/apischool,Not found,api2069@gmail.com
Namaste Academy,"Rupandehi,   Butwal",https://nepalschoolmela.com/namasteacademy,Not found,info@namasteacademy.edu.np
Lumbini World School,"Rupandehi,   Madhawaliya, Tilottama-13",https://nepalschoolmela.com/lumbinischool,Not found,info@lumbiniworldschool.edu.np
Bluebird Secondary School,"Lalitpur,   Talchhikhel",https://nepalschoolmela.com/bluebirdschool,Not found,bluebirdsecondaryschool@gmail.com
Uniglobe Secondary School,"Kathmandu,  Kathmandu,  Kamaladi",https://nepalschoolmela.com/uniglobeschool,Not found,info@uniglobecollege.edu.np
UNIVERSAL College,"Kathmandu,  Kathmandu,  Maitidevi",https://nepalschoolmela.com/universalcollege,Not found,info@uc.edu.np
Aadim National College,"Kathmandu,  Kathmandu,  Chuchchepati",https://nepalschoolmela.com/aadimcollege,Not found,contact@aadiminnovation.com
ANGELS' HEART SECONDARY SCHOOL,"Kathmandu,  Kathmandu,  Tarkeshwor - 10, Manamaiju,",https://nepalschoolmela.com/angelsschool,Not found,schoolangelsheart@gmail.com
Bhanubhakta Memorial Hss,"Kathmandu,  Kathmandu,  Bhanubhakta Memorial Marg, Panipokhari",https://nepalschoolmela.com/bhanubhaktaschool,Not found,bhanunhakta@gmail.com
Bridgewater International School,"Kathmandu,  Kathmandu,  Sinamangal",https://nepalschoolmela.com/bridgewaterschool,Not found,info@bridgewater.com.np
Canvas International Secondary School,"Kathmandu,  Kathmandu,  Basundhara",https://nepalschoolmela.com/convasschool,Not found,info@canvascollege.edu.np
Kathmandu College of Central State,"Kathmandu,  Kathmandu,  Soalteemode, Kalimati",https://nepalschoolmela.com/kathmanducollege,Not found,info@kccs.edu.np
Everest Florida high school,"Kathmandu,  Kathmandu,  New Baneshwor",https://nepalschoolmela.com/everestfloridaschool,Not found,info@everestflorida.edu.np
Nepal Kasthamandap Secondary School,"Kathmandu,  Kathmandu,  Kalanki",https://nepalschoolmela.com/nepalkasthamandapschool,Not found,kasthamandapcollege@gmail.com
Nepal Mega School,"Kathmandu,  Kathmandu,  Anamnagar",https://nepalschoolmela.com/nepalmegaschool,Not found,nepalmegaschool@gmail.com
Nepalaya School,"Kathmandu,  Kathmandu,  Kalanki",https://nepalschoolmela.com/nepalayaschool,Not found,info@nepalaya.edu.np
Pentagon International Secondhoary School,"Kathmandu,  Kathmandu,  Raja Janak Marg",https://nepalschoolmela.com/pentagonschool,Not found,info@pentagonintl.com
Olympia World Secondary School,"Kathmandu,  Kathmandu,  Babarmahal",https://nepalschoolmela.com/olympiaworldschool,Not found,admissions@olympia.edu.np
The New Summit School,"Kathmandu,  Kathmandu,  Maitidevi -33",https://nepalschoolmela.com/newsummitschool,Not found,newsummitschool@outlook.com
Nava Jeewan Secondary School,"Kathmandu,  Kathmandu,  Samakhusi Chowk",https://nepalschoolmela.com/navajiwanschool,Not found,info@njhs.edu.np
Graded English Medium School,"Lalitpur,  Lalitpur,  Dhapakhel",https://nepalschoolmela.com/Gradedenglishmedium,Not found,gemsschool@gmail.com
